normalization,standardization,image_type,channel_image,image_resize_x,image_resize_y,Image_path,mean_stat,std_stat,skewness_stat,kurtosis_stat,entropy_stat,gini_coefficient
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/DETRITUSxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,733.581298828125,61.699134826660156,1.1734015941619873,0.3272132329574937,13.571830749511719,0.04413948825692789
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/DETRITUSxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,735.1121215820312,62.145118713378906,1.055086612701416,0.03712303692953256,13.571785926818848,0.04514450305498229
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/BOULDERxSANDxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,688.909423828125,75.8829345703125,0.9720814228057861,0.7811126534938686,13.56937026977539,0.05985930208914163
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/BOULDERxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,684.0099487304688,74.24215698242188,0.9213109612464905,0.8026230628300257,13.569528579711914,0.05856508451550573
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/BOULDERxSANDxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,695.5120239257812,76.4215316772461,0.810387372970581,0.6105214701295281,13.56935977935791,0.06013393872792386
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/SANDxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,741.3384399414062,58.16387176513672,1.0511627197265625,0.22555164498662705,13.572257041931152,0.042081592250971904
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/PLANTSxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,740.2555541992188,56.42192077636719,1.3346796035766602,1.5666173253221212,13.572442054748535,0.04000397999510866
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/BOULDERxSANDxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,686.775390625,75.28791046142578,1.095307469367981,1.1057244797454775,13.569446563720703,0.05851086015857184
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/BOULDERxSANDxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,690.5785522460938,75.60987091064453,0.8502712845802307,0.7791738593257964,13.569415092468262,0.05972090135204898
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/GRAVELxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,741.25390625,58.31321334838867,0.983944833278656,0.7411924700484098,13.572233200073242,0.04265205963373628
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/BOULDERxSANDxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,696.029541015625,78.49890899658203,0.57990562915802,0.038058765661694416,13.569003105163574,0.06267476966936154
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/PLANTSxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,739.14013671875,56.05055236816406,1.0689725875854492,0.5765451534721366,13.57245922088623,0.040837908020855004
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/DETRITUSxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,744.8471069335938,66.15545654296875,0.8977012634277344,-0.4379142040070847,13.571413040161133,0.04799389522211728
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/BOULDERxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,689.8374633789062,75.90911865234375,0.9209228754043579,0.7196129874867099,13.569367408752441,0.05943891399668047
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/PLANTSxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,750.4116821289062,55.026920318603516,0.9359472990036011,0.48808384611389766,13.572626113891602,0.039998992942805844
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/SANDxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,736.6608276367188,54.3724250793457,1.1239523887634277,0.5650319998014575,13.572603225708008,0.039433371135970965
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/PlantsxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,735.8516235351562,55.1179313659668,1.4755706787109375,2.1671425965837585,13.572546005249023,0.03870603814966054
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/BOULDERxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,690.4337768554688,75.73444366455078,0.7876366972923279,0.6115920198653741,13.569379806518555,0.05957792254864354
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/PLANTSxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,735.7562866210938,56.17197036743164,1.377730131149292,1.5225013812878538,13.572436332702637,0.03974030135021808
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/BOULDERxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,686.37744140625,74.719482421875,0.7638777494430542,0.6306846204969729,13.5694580078125,0.05915135122571853
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/BOULDERxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,680.2379150390625,71.45833587646484,1.1294163465499878,1.8860341410045,13.56992244720459,0.055052988370900974
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/GRAVELxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,737.86376953125,58.302818298339844,1.0441592931747437,0.7961390114406979,13.572214126586914,0.04253469613953934
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/BOULDERxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,681.3839721679688,71.7850112915039,1.0621603727340698,1.5687393884905756,13.569883346557617,0.056385549136137
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/SANDxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,741.5736694335938,56.66599655151367,1.2470507621765137,1.1149550975509905,13.572426795959473,0.04043657113176556
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/GRAVELxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,735.1658325195312,58.40951156616211,1.286629319190979,1.6114276172239759,13.572200775146484,0.04182979574785789
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/SANDxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,732.8906860351562,55.311500549316406,1.353358268737793,1.185266176342437,13.572500228881836,0.03915134257122321
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/DETRITUSxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,739.6685180664062,64.76143646240234,1.0970001220703125,0.10271486004793307,13.571541786193848,0.04633160998225109
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/BOULDERxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,684.7705078125,73.56072998046875,1.1984002590179443,1.6359150823141215,13.569696426391602,0.05670586398566914
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/BOULDERxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,685.0053100585938,71.96671295166016,1.0245450735092163,1.3879428856107463,13.569899559020996,0.056404938900441896
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/BOULDERxSANDxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,695.2175903320312,78.00333404541016,0.6213667392730713,0.05014233195788176,13.569070816040039,0.062440772281068424
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/SANDxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,736.3925170898438,55.024349212646484,1.0981487035751343,0.3734836093002216,13.572537422180176,0.039881158230925515
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/SANDxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,738.2540893554688,57.76700973510742,1.2554572820663452,0.8330099034216722,13.572288513183594,0.04103527175161728
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/DETRITUSxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,737.0571899414062,61.629878997802734,0.9492999315261841,-0.2881833936481737,13.571853637695312,0.04496042789667333
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/BOULDERxSANDxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,695.2172241210938,77.49325561523438,0.9142262935638428,0.5462944179672657,13.569222450256348,0.06087295276848469
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/GRAVELxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,732.43408203125,58.31512451171875,1.3366349935531616,1.6177442622598068,13.572189331054688,0.04169827425755689
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/PLANTSxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,665.2534790039062,60.575103759765625,1.542905569076538,2.5093055019992896,13.571281433105469,0.04672571869484221
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/PLANTSxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,689.82080078125,61.93390655517578,1.0957920551300049,0.9214993507799512,13.571343421936035,0.048069995368310116
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/GRAVELxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,667.9010620117188,70.57464599609375,1.2252061367034912,1.1619203222940335,13.569878578186035,0.05587507400761439
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/GRAVELxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,676.3004150390625,67.2332763671875,1.3307915925979614,1.579176284636711,13.570504188537598,0.0521183369618723
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/SANDxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,695.7953491210938,57.09443664550781,1.1873515844345093,1.273449740036976,13.571990966796875,0.043670149943400884
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,660.9746704101562,70.60466766357422,0.7840428352355957,0.6744220375785042,13.569681167602539,0.05885095539387369
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/DETRITUSxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,687.5045776367188,58.12713623046875,1.1314300298690796,0.8825472105106966,13.571785926818848,0.04540362072949262
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/SANDxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,687.5537719726562,54.679908752441406,1.1134912967681885,1.1130600458953248,13.572179794311523,0.042874235030605404
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,672.1447143554688,73.99332427978516,0.77878338098526,0.47445044365686995,13.569339752197266,0.06047230568574029
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/SANDxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,681.8544921875,59.040802001953125,1.3383352756500244,1.4781225992390832,13.571640968322754,0.045227111005907726
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxSANDxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,665.3347778320312,62.93425750732422,1.135268211364746,1.174422908576405,13.570920944213867,0.05052569947919894
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/SANDxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,690.8861694335938,56.44274139404297,1.155928611755371,1.1886326777916976,13.572013854980469,0.04358187990649907
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/DETRITUSxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,692.4093627929688,58.64706802368164,1.1284494400024414,0.8424312487176637,13.57177734375,0.04548672975627816
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxSANDxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,652.7031860351562,66.57091522216797,1.2819663286209106,1.508595562089294,13.57025146484375,0.053539069060329715
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/PLANTSxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,694.4868774414062,61.73575210571289,1.0896559953689575,0.9068146259198597,13.571422576904297,0.047630605177384905
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/DETRITUSxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,670.4149780273438,61.81916809082031,1.532317042350769,1.6863226471392112,13.57119083404541,0.04650216293109518
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/SANDxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,682.7938842773438,54.520477294921875,1.10909903049469,1.1424475570589054,13.572158813476562,0.043061400960731445
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/DETRITUSxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,699.4494018554688,60.97249221801758,1.193729281425476,0.9593948724467647,13.571575164794922,0.046252425674816
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/GRAVELxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,679.8679809570312,67.60790252685547,1.0399997234344482,0.9908687199042294,13.57045841217041,0.053964345260813375
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/PLANTSxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,673.6159057617188,62.21235275268555,1.4041614532470703,1.6843454293128355,13.571155548095703,0.0479070136480711
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxSANDxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,676.2119750976562,66.80160522460938,0.8490837812423706,0.4581800616644034,13.570491790771484,0.054038528404562504
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,661.2777099609375,70.03907775878906,1.0898926258087158,1.250240885191734,13.569835662841797,0.05674471782114122
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/DETRITUSxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,684.513427734375,57.77543640136719,1.5012876987457275,1.7351173974973655,13.571836471557617,0.042911834912979285
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/BOULDERxSANDxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,668.3672485351562,63.9953727722168,0.7964828610420227,0.4588509926166213,13.570775985717773,0.0529557648489693
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/GRAVELxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,665.8359375,69.13204193115234,1.3698999881744385,1.846345616775385,13.570088386535645,0.054465552666023764
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/GRAVELxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,680.8811645507812,67.29373931884766,1.3006954193115234,1.4406020710550251,13.57055377960205,0.051975648851840854
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/GRAVELxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers3to5.png,686.3564453125,69.14368438720703,0.9569221138954163,0.6657677130491253,13.570326805114746,0.054694110093444895
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/GRAVELxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,683.6860961914062,67.63023376464844,1.0052871704101562,0.8325978022445519,13.570503234863281,0.05382762525302549
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/PLANTSxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,671.3079223632812,60.965049743652344,1.504719614982605,2.3268928999207654,13.571300506591797,0.04677797252815599
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/DETRITUSxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,685.2158813476562,63.490787506103516,1.4670358896255493,1.6427989227370867,13.571141242980957,0.04745743792631889
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/PLANTSxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,687.60205078125,58.802303314208984,1.1061220169067383,1.2889725845044406,13.571703910827637,0.04610770981313404
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/DETRITUSxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,690.153564453125,58.61265182495117,1.4982751607894897,1.7332198678173798,13.571791648864746,0.0432310368081865
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/DETRITUSxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,676.7781372070312,63.1581916809082,1.5080467462539673,1.5820045438427695,13.571084976196289,0.047234900847757846
False,False,DARTER,GRAY,1536,512,/home/durrmeyer/Images/StyleTransferImages/Layers_3to5/GRAVELxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3_layers3to5.png,690.2238159179688,69.32550811767578,0.9454666972160339,0.6138176680718783,13.570352554321289,0.05459622632450752
