,Unnamed: 0,normalization,standardization,image_type,channel_image,image_resize_x,image_resize_y,Image_path,mean_stat,std_stat,skewness_stat,kurtosis_stat,entropy_stat,gini_coefficient
133,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\FISH_images\FISH06_cropped_3000x1000_CAER_REDR_M06.jpg,595.3534545898438,43.81576919555664,1.0555424690246582,1.9997205589060316,14.911473274230957,0.03953448520929316
134,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\FISH_images\FISH04_cropped_3000x1000_CAER_REDR_M04.jpg,610.3826904296875,57.72642517089844,1.0372134447097778,0.9360085676799561,14.909781455993652,0.051236847877301046
135,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\FISH_images\FISH03_cropped_3000x1000_CAER_REDR_M03.jpg,652.6978149414062,65.38936614990234,0.6580350995063782,-0.12733273953399715,14.909189224243164,0.05608374752426708
136,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\FISH_images\FISH02_cropped_3000x1000_CAER_REDR_M02.jpg,636.6118774414062,61.89804458618164,0.8536914587020874,0.39294217687876465,14.90950870513916,0.05367318330194704
137,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\FISH_images\FISH01_cropped_3000x1000_CAER_REDR_M01.jpg,644.2714233398438,62.38987350463867,0.8088341355323792,0.21882894156365618,14.909534454345703,0.05368206544502941
138,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\SANDxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3.png,738.6107788085938,58.805912017822266,1.2944446802139282,0.906682014765309,11.371051788330078,0.04165381735675183
139,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\SANDxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,732.1631469726562,56.13273620605469,1.360641598701477,1.1590392501401814,11.371275901794434,0.039809966294716684
140,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\SANDxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3.png,742.2032470703125,58.696407318115234,1.1542142629623413,0.4710052331261019,11.371081352233887,0.04201435958767135
141,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\SANDxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,734.810302734375,55.50389862060547,1.202504277229309,0.6429975314635237,11.37134838104248,0.03993484155412886
142,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\SANDxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3.png,741.4017333984375,57.70753860473633,1.1110926866531372,0.37412172755204764,11.371171951293945,0.04148057450182991
143,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\SANDxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,735.9451293945312,55.369285583496094,1.1404458284378052,0.4517716139673231,11.371365547180176,0.03995504938163116
144,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\SANDxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3.png,736.3486938476562,59.10459518432617,1.3090033531188965,0.8442120984307846,11.371002197265625,0.041676226691599844
145,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\SANDxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,730.57080078125,57.25086975097656,1.3766826391220093,1.075052705547396,11.371150970458984,0.04033831430814009
146,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\SANDxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3.png,740.1399536132812,56.21604919433594,1.3062366247177124,0.9797873872430092,11.371325492858887,0.03968491779120608
147,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\SANDxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,734.8955688476562,54.40407180786133,1.3703913688659668,1.2225179011163547,11.371467590332031,0.03839195046116336
148,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\PLANTSxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3.png,736.0810546875,60.06887435913086,1.4667576551437378,1.5722288552294588,11.37091064453125,0.041862305052025546
149,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\PLANTSxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,730.2102661132812,58.876773834228516,1.5915850400924683,2.115611017301699,11.37099552154541,0.04078877230134272
150,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\PLANTSxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3.png,740.3985595703125,62.46791076660156,1.2836796045303345,0.882874111554862,11.370676040649414,0.04422818541059022
151,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\PLANTSxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,733.5321044921875,60.23762130737305,1.3542747497558594,1.1212077100857956,11.370863914489746,0.042675951216633604
152,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\PLANTSxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3.png,740.7022705078125,60.721229553222656,1.1310478448867798,0.536764889329552,11.370854377746582,0.043778638818389566
153,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\PLANTSxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,735.8274536132812,59.83332061767578,1.2069720029830933,0.7546274433378026,11.37091064453125,0.04303693912172661
154,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\PLANTSxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3.png,738.0701904296875,60.460716247558594,1.3247299194335938,1.0283524349110253,11.370875358581543,0.04270093485081706
155,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\PLANTSxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,732.5912475585938,60.05680465698242,1.4331766366958618,1.3893117572528917,11.370880126953125,0.04214258573635348
156,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\PLANTSxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3.png,738.795654296875,58.355648040771484,1.3459287881851196,1.3722373801854877,11.371100425720215,0.04130657160712478
157,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\PLANTSxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,734.0177612304688,58.053382873535156,1.4744664430618286,1.85514361079142,11.371103286743164,0.04076535498531919
158,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\GRAVELxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3.png,733.9843139648438,59.772212982177734,1.317548155784607,1.4291548536424443,11.37091064453125,0.04286176086857235
159,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\GRAVELxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,728.365966796875,58.913639068603516,1.4185664653778076,1.8500082936875382,11.37096118927002,0.042141089278751154
160,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\GRAVELxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3.png,736.549560546875,61.473602294921875,1.2203608751296997,0.964918750796457,11.370743751525879,0.04426611722576089
161,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\GRAVELxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,730.1264038085938,60.01377487182617,1.2867350578308105,1.232889853822864,11.370848655700684,0.043304104884261986
162,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\GRAVELxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3.png,734.9615478515625,60.96527862548828,1.1459423303604126,0.7689030663802878,11.370779037475586,0.04428827156231191
163,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\GRAVELxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,730.5499267578125,60.63423156738281,1.2165603637695312,0.9905232544698874,11.370779991149902,0.043972389358510264
164,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\GRAVELxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3.png,731.5125122070312,60.56697082519531,1.3553160429000854,1.3391174964567503,11.370809555053711,0.04316481825691167
165,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\GRAVELxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,726.5682373046875,60.55420684814453,1.4500234127044678,1.6823044154927436,11.370773315429688,0.04295494955072293
166,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\GRAVELxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3.png,734.4859619140625,59.26155090332031,1.1875078678131104,1.068992686744644,11.37096118927002,0.04309448135711254
167,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\GRAVELxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,730.080078125,59.12581253051758,1.2950011491775513,1.4731371460188445,11.37094497680664,0.04279532844292771
168,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\DETRITUSxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3.png,736.5055541992188,68.1636962890625,1.1776480674743652,0.17773814432379265,11.369977951049805,0.048346291061308805
169,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\DETRITUSxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,729.5933227539062,64.33511352539062,1.2153106927871704,0.30100271911692733,11.370359420776367,0.04588552591415194
170,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\DETRITUSxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3.png,737.1005859375,69.641845703125,1.1066856384277344,-0.08089858125307492,11.369797706604004,0.04953351598291176
171,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\DETRITUSxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,729.5155029296875,65.30572509765625,1.144080400466919,0.06118747338572783,11.370240211486816,0.04681034816603149
172,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\DETRITUSxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3.png,739.9915771484375,67.01403045654297,0.9818077087402344,-0.33813453599877663,11.370128631591797,0.04833344770653356
173,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\DETRITUSxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,734.1522216796875,63.90243148803711,1.0062586069107056,-0.24850785530754793,11.37043285369873,0.04638486673156336
174,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\DETRITUSxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3.png,733.3538818359375,67.62850189208984,1.234054684638977,0.28815857277551915,11.370013236999512,0.0475567736415755
175,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\DETRITUSxFISH02_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,727.27734375,64.99797058105469,1.282364845275879,0.44937699927158725,11.37026596069336,0.045841682139489213
176,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\DETRITUSxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3.png,736.6405029296875,65.6307601928711,1.2513208389282227,0.4092349653748144,11.370285034179688,0.04616460621005711
177,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\DETRITUSxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,731.1828002929688,62.78384780883789,1.2916560173034668,0.5640558403548899,11.37055778503418,0.04432231043392374
178,,False,False,DARTER,GRAY,,,C:\Users\alexd\CEFE\Images\StyleTransferImages\All_layers\BOULDERxSANDxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3.png,687.5856323242188,74.94234466552734,1.3998645544052124,1.3471241500460058,11.368441581726074,0.05633755244817719
