normalization,standardization,image_type,channel_image,image_resize_x,image_resize_y,Image_path,GLCM_angle,GLCM_dist,GLCM_mean,GLCM_variance,GLCM_correlation,GLCM_contrast,GLCM_dissimilarity,GLCM_homogeneity,GLCM_ASM,GLCM_energy,GLCM_max_proba,GLCM_entropy
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/PLANTSxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,90.0,4.0,11.9219970703125,902.3853950351477,0.49096010728893313,4309.738141862491,32.84458736497212,0.05878733383803363,0.00011213432219083108,0.010589349469671452,275.0,9.618832779849715
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/PLANTSxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,135.0,4.0,11.90625,690.457275390625,0.3646650220359674,5374.705898334976,41.14968319389761,0.045513031220228574,8.957899165120156e-05,0.009464617881943336,224.0,9.847353610430348
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/GRAVELxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,0.0,4.0,11.90625,399.08099365234375,0.3549446243762188,6123.607697414289,48.523971918061044,0.03462465233442879,5.82155097093533e-05,0.0076299088925984755,144.0,10.20627383095755
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/GRAVELxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,45.0,2.0,11.960968017578125,679.032717226698,0.5729465282674553,4063.7668209431627,32.170232715972205,0.05789234176777178,8.76820559408642e-05,0.009363869709733482,206.0,9.797892016336315
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/GRAVELxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,45.0,4.0,11.929779052734375,541.5055670651482,0.47616243972681416,4978.407380120997,39.02043922591868,0.04722928141400475,7.331627084342013e-05,0.00856249209304278,180.0,9.98812052359114
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/GRAVELxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,135.0,2.0,11.953125,536.0133666992188,0.47277068334676586,5013.230222375408,39.24217090482025,0.047081049696675314,7.250315732889531e-05,0.008514878585681378,180.0,9.990936540412857
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/GRAVELxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,90.0,4.0,11.9219970703125,515.5524177402258,0.45514273607813244,5177.205754364407,40.3791890646598,0.044827458087441305,7.060588975692019e-05,0.00840273108917096,174.0,10.010674964759994
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/GRAVELxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,135.0,4.0,11.90625,399.08099365234375,0.3549446243762185,6123.607697414287,48.52397191806106,0.03462465233442881,5.821550970935332e-05,0.007629908892598477,144.0,10.206273830957688
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/DETRITUSxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,0.0,4.0,11.90625,877.6503295898438,0.637108451313486,3029.794413088501,28.376136759760495,0.05474317163512444,0.00010972828431150834,0.010475126935341087,310.0,9.726912241670169
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/DETRITUSxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,45.0,2.0,11.960968017578125,1076.7257714258985,0.7143672226047285,2384.2199881613615,22.771867672610664,0.07025139358315086,0.00013009861330140298,0.01140607791054414,376.0,9.540905106083523
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/DETRITUSxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,45.0,4.0,11.929779052734375,994.7730841549627,0.6877841224610597,2602.3363301485006,24.73777035928528,0.06377425247727907,0.00012191331622180365,0.011041436329654021,347.0,9.616707637069265
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/DETRITUSxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,135.0,2.0,11.953125,993.4877624511719,0.6898243711304474,2588.5761271956717,24.615845843545756,0.06471032513086437,0.00012135983593028294,0.011016344036488827,339.0,9.614389624269032
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/DETRITUSxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,90.0,4.0,11.9219970703125,969.5121040195227,0.6844392629901097,2629.167841601393,25.02534172938104,0.06303767660225681,0.00011934070624335489,0.010924317198038278,349.0,9.627230614972403
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/DETRITUSxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,135.0,4.0,11.90625,877.6503295898438,0.6371084513134856,3029.794413088501,28.376136759760513,0.054743171635124495,0.00010972828431150838,0.010475126935341089,310.0,9.726912241670101
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/BOULDERxSANDxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,0.0,4.0,11.90625,282.4631042480469,0.535217537504063,3505.100307835056,35.29575874548886,0.04275134707263976,4.566286456401716e-05,0.006757430322542524,107.0,10.299002681156477
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/BOULDERxSANDxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,45.0,2.0,11.960968017578125,513.2995324120219,0.6953154436440491,2303.881959345508,23.555539538242115,0.06767264536547958,7.000553112857629e-05,0.00836693080696717,148.0,9.877971440912923
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/BOULDERxSANDxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,45.0,4.0,11.929779052734375,396.46482609817934,0.6225918300715534,2851.905709681131,28.674252714784533,0.05548018223128567,5.776573786957657e-05,0.007600377482044992,122.0,10.077090958061437
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/BOULDERxSANDxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,135.0,2.0,11.953125,399.3009948730469,0.6232270461482305,2848.08727660335,28.626918658088247,0.05579524666124993,5.7902750239082436e-05,0.00760938566765297,128.0,10.0730899825499
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/BOULDERxSANDxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,90.0,4.0,11.9219970703125,381.00038526952267,0.6143619530467208,2913.772989300159,29.308915681154964,0.05397473412617593,5.6161063908877505e-05,0.007494068581810384,129.0,10.098100170259777
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/BOULDERxSANDxFISH03_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,135.0,4.0,11.90625,282.4631042480469,0.5352175375040625,3505.1003078350536,35.29575874548886,0.042751347072639743,4.566286456401717e-05,0.006757430322542525,107.0,10.299002681156528
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/BOULDERxSANDxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,0.0,4.0,11.90625,259.03668212890625,0.4838111810720259,3978.7548212967536,37.635385908792635,0.04049444871431047,4.314126547327261e-05,0.0065682010834986326,94.0,10.340950039246852
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/BOULDERxSANDxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,45.0,2.0,11.960968017578125,460.23889398431675,0.6566759965230694,2653.4461686444497,25.694780028422947,0.06305667441260246,6.4346268062017e-05,0.008021612559954327,149.0,9.948817568978454
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/BOULDERxSANDxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,45.0,4.0,11.929779052734375,364.15330266068673,0.5815015762714302,3230.628815727205,30.65346302904721,0.05306487486645612,5.43014601273318e-05,0.007368952444366281,124.0,10.123361823806635
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/BOULDERxSANDxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,135.0,2.0,11.953125,365.64044189453125,0.5810674418224404,3235.7342613868477,30.681598498774502,0.05333136553626168,5.430791994106504e-05,0.007369390744224724,127.0,10.122199412181086
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/BOULDERxSANDxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,90.0,4.0,11.9219970703125,347.5672187656164,0.5708831771751295,3311.9234897353217,31.471697895868548,0.0510706946950255,5.257184820674615e-05,0.007250644675251033,114.0,10.150329351797232
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/BOULDERxSANDxFISH04_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,135.0,4.0,11.90625,259.03668212890625,0.4838111810720257,3978.754821296752,37.63538590879262,0.04049444871431045,4.3141265473272596e-05,0.006568201083498632,94.0,10.34095003924688
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/SANDxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,0.0,4.0,11.90625,951.9469299316406,0.4651123014518576,4703.19857027149,34.78646858595801,0.05593695243413395,0.00011772550381496024,0.010850138423769544,318.0,9.613804365582096
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/SANDxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,45.0,2.0,11.960968017578125,1224.330629824354,0.5937552188391148,3575.5170027325794,26.85706503851384,0.07409866444094936,0.0001458416338969179,0.01207649095958416,373.0,9.387551680982675
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/SANDxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,45.0,4.0,11.929779052734375,1124.064099781032,0.5458587378016162,3989.913449215305,29.69665784121869,0.06729561704810183,0.00013577524348649226,0.011652263449068265,352.0,9.473218232621035
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/SANDxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,135.0,2.0,11.953125,1112.2745971679688,0.5463036968281275,3992.6638735702595,29.77019250408498,0.06666810810842812,0.00013404585783604532,0.011577817490185502,353.0,9.47967200984137
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/SANDxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,90.0,4.0,11.9219970703125,1092.3765449374914,0.5429894507487878,4012.908923360465,29.948123688117562,0.0658139315463953,0.00013253081136022578,0.011512202715389691,343.0,9.482458068831086
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/SANDxFISH10_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,135.0,4.0,11.90625,951.9469299316406,0.4651123014518573,4703.198570271486,34.78646858595802,0.05593695243413397,0.00011772550381496021,0.010850138423769543,318.0,9.613804365582057
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/SANDxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,0.0,4.0,11.90625,979.0567932128906,0.5069052263395293,4304.333438422735,32.988171034284754,0.0577222212013966,0.00012064358521264648,0.010983787380163841,322.0,9.603165287483511
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/SANDxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,45.0,2.0,11.960968017578125,1298.1054100977844,0.6332747281511867,3208.6538869767332,24.82710359062809,0.07907161045830832,0.00015371019525645783,0.012397991581561017,408.0,9.344207261655349
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/SANDxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,45.0,4.0,11.929779052734375,1168.911328785164,0.5706977513381878,3749.8257524014166,28.424002660424907,0.06938333359746104,0.00014058353603079468,0.01185679282229367,384.0,9.453032912184621
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/SANDxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,135.0,2.0,11.953125,1157.7519836425781,0.5722096583934315,3739.99176240809,28.417017718545754,0.06954924836683969,0.0001389026849617885,0.01178569832304342,378.0,9.457879614943572
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/SANDxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,90.0,4.0,11.9219970703125,1140.799030289054,0.571278406207296,3743.6057543644097,28.498000819126602,0.06817303072418138,0.00013772920454083418,0.011735808644521867,374.0,9.459010166627209
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/SANDxFISH01_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,135.0,4.0,11.90625,979.0567932128906,0.5069052263395288,4304.333438422735,32.988171034284775,0.057722221201396584,0.00012064358521264645,0.010983787380163841,322.0,9.603165287483638
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/PLANTSxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,0.0,4.0,11.90625,539.3324890136719,0.3926614995891164,6505.371264199886,46.19676452796915,0.04389164503861283,7.331205502814244e-05,0.008562245910282094,177.0,9.97727626609168
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/PLANTSxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,45.0,2.0,11.960968017578125,962.2950463282713,0.633839778312402,3925.7067806815908,28.284524043404936,0.07364647395336794,0.00011789383033206963,0.010857892536402708,262.0,9.501415356542386
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/PLANTSxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,45.0,4.0,11.929779052734375,766.6659369382058,0.544019776362781,4885.256650422728,34.747723929754564,0.06060492669245808,9.74568242684412e-05,0.009872022298822121,228.0,9.694968523407947
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/PLANTSxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,135.0,2.0,11.953125,754.1390075683594,0.5354600339491743,4979.32466681985,35.3464218239379,0.059534288661538454,9.579821915011157e-05,0.009787656468742228,228.0,9.709902165504404
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/PLANTSxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,90.0,4.0,11.9219970703125,710.6046638339758,0.5094236133909634,5255.0569523370705,37.20167409000153,0.055915582042676125,9.154571262215447e-05,0.009567952373530843,217.0,9.754530469061187
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/PLANTSxFISH04_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,135.0,4.0,11.90625,539.3324890136719,0.3926614995891162,6505.371264199887,46.1967645279692,0.04389164503861284,7.331205502814249e-05,0.008562245910282096,177.0,9.977276266091668
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/PlantsxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,0.0,4.0,11.90625,579.3315734863281,0.3989073829610409,5745.148133765993,43.39695471415683,0.04324096846019126,7.761752064828318e-05,0.00881008062666189,199.0,9.956615609885493
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/PlantsxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,45.0,2.0,11.960968017578125,943.9425377833495,0.6079739776355487,3752.290738052288,28.599616775144984,0.06930485644634256,0.00011593641562948471,0.01076737737935681,278.0,9.54516835716595
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/PlantsxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,45.0,4.0,11.929779052734375,765.8580450924993,0.5131287570620537,4651.567477584641,34.80888556335776,0.05654836111681387,9.737020620028906e-05,0.009867634275766864,230.0,9.723514998156391
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/PlantsxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,135.0,2.0,11.953125,756.3090209960938,0.5131100758089145,4658.879847069034,34.99691967933007,0.05639495795945253,9.602996905695661e-05,0.009799488203827617,229.0,9.73483637448951
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/PlantsxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,90.0,4.0,11.9219970703125,718.1499824374914,0.4939149090233723,4832.7478421133455,36.39973378385295,0.05284093598349013,9.235573987476781e-05,0.009610189377674501,235.0,9.774527444933439
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/PlantsxFISH10_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,135.0,4.0,11.90625,579.3315734863281,0.39890738296104117,5745.148133765993,43.39695471415681,0.043240968460191265,7.761752064828321e-05,0.008810080626661892,199.0,9.956615609885572
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/SANDxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,0.0,4.0,11.90625,867.2577819824219,0.5065343298284193,4687.359021284444,35.24532223999344,0.054374868959790434,0.00010860963979703156,0.010421594877802129,317.0,9.699944239479787
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/SANDxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,45.0,2.0,11.960968017578125,1125.5384850489634,0.6308356476749186,3510.1945452968207,26.840161811719728,0.07363768146647132,0.0001353048074892409,0.011632059468952216,377.0,9.458760872478473
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/SANDxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,45.0,4.0,11.929779052734375,1003.8736700924809,0.5677505481810404,4104.274115856387,30.87495235537135,0.06382377474398147,0.00012288903491131851,0.0110855326850503,342.0,9.577866501427367
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/SANDxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,135.0,2.0,11.953125,997.99853515625,0.5672487522062291,4112.264448018794,30.90476664624184,0.06463928753808734,0.00012184157080843641,0.011038186934838367,351.0,9.580878708865388
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/SANDxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,90.0,4.0,11.9219970703125,981.5699348300695,0.5614768713454895,4162.693617211898,31.22817411559921,0.06269764098909682,0.00012063517398914273,0.010983404480812984,343.0,9.585173294975649
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/SANDxFISH01_colorcontrolON_1vs1e3_TVlossON_1e-3_layers1and2.png,135.0,4.0,11.90625,867.2577819824219,0.506534329828419,4687.35902128445,35.24532223999343,0.05437486895979042,0.00010860963979703153,0.010421594877802127,317.0,9.699944239479821
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/GRAVELxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,0.0,4.0,11.90625,451.5801086425781,0.3729584564027842,5418.890859528792,45.21852316067915,0.03611508242523567,6.386646741646758e-05,0.007991649855722382,162.0,10.161254360293215
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/GRAVELxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,45.0,2.0,11.960968017578125,762.6360192286437,0.5776058846823838,3657.336481373282,30.089462081916235,0.061175277290693615,9.65988932289499e-05,0.009828473596085503,235.0,9.740208036003128
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/GRAVELxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,45.0,4.0,11.929779052734375,603.2369818600625,0.4809223194029261,4489.692358952711,36.764034380875636,0.049737043979241995,7.993480019518476e-05,0.008940626387182541,205.0,9.94601533603496
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/GRAVELxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,135.0,2.0,11.953125,596.4341735839844,0.48009199545188525,4499.538419117648,36.89066074346403,0.04912965830824435,7.89558899194337e-05,0.00888571268494732,199.0,9.94935005383605
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/GRAVELxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,90.0,4.0,11.9219970703125,579.4180183261633,0.46939676606258884,4588.360934060309,37.59460272359598,0.04726755699780176,7.746217770147715e-05,0.008801260006469367,193.0,9.96446834784329
False,False,DARTER,GRAY,1536.0,512.0,/home/durrmeyer/Images/StyleTransferImages/Layers_1and2/GRAVELxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3_layers1and2.png,135.0,4.0,11.90625,451.5801086425781,0.37295845640278424,5418.89085952879,45.21852316067913,0.036115082425235694,6.386646741646757e-05,0.007991649855722382,162.0,10.161254360293219
