,normalization,standardization,image_type,channel_image,image_resize_x,image_resize_y,Image_path,GLCM_angle,GLCM_dist,GLCM_mean,GLCM_variance,GLCM_correlation,GLCM_contrast,GLCM_dissimilarity,GLCM_homogeneity,GLCM_ASM,GLCM_energy,GLCM_max_proba,GLCM_entropy
34,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/BOULDERxSAND_Eolmstedi_cropped_3000x1000_middle_tt_resized_div1_5_52A6174defWB.jpg,90.0,2.0,45.669586181640625,23235.14516021035,0.8328705139641372,1627.4931309768583,13.671301255395088,0.1868328573685971,0.00018524406578455894,0.013610439588218998,6843.0,9.177611813804823
35,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/BOULDERxSAND_Eolmstedi_cropped_3000x1000_middle_tt_resized_div1_5_52A6174defWB.jpg,135.0,2.0,45.745849609375,34212.99619854946,0.8662636419517707,1303.2258755837224,10.837981654436295,0.2384888939112136,0.00026472273221062216,0.016270302154865537,8958.0,8.884477922126305
36,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/BOULDERxSAND_Eolmstedi_cropped_3000x1000_middle_tt_resized_div1_5_52A6174defWB.jpg,0.0,4.0,45.71533203125,17661.9832341671,0.7836812561652216,2108.192428905207,17.60344158878506,0.1527841204979407,0.00014421307493213038,0.012008874840389101,6600.0,9.44753845308778
37,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/BOULDERxSAND_Eolmstedi_cropped_3000x1000_middle_tt_resized_div1_5_52A6174defWB.jpg,45.0,4.0,45.608612060546875,16207.597944641895,0.7846913808858521,2096.0907626147273,17.406606075732196,0.14300287231748252,0.0001341487027486532,0.011582258102315507,5534.0,9.446810778136367
38,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/BOULDERxSAND_Eolmstedi_cropped_3000x1000_middle_tt_resized_div1_5_52A6174defWB.jpg,90.0,4.0,45.5628662109375,12025.606307837894,0.734173012716976,2587.087211755626,21.75001172133497,0.11688129861111766,0.00010364916451487638,0.010180823371165831,4691.0,9.707425566611368
39,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/BOULDERxSAND_Eolmstedi_cropped_3000x1000_middle_tt_resized_div1_5_52A6174defWB.jpg,135.0,4.0,45.71533203125,17661.9832341671,0.7836812561652213,2108.192428905207,17.603441588785063,0.15278412049794068,0.00014421307493213027,0.012008874840389098,6600.0,9.447538453087661
40,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/GRAVELxFLOOR_cropped_3000x1000_middle_tt_resized_div1_5_52A5809defWB.jpg,0.0,2.0,45.745849609375,14619.567487638957,0.7060005898788317,3279.53704903269,22.398013008672454,0.12656493359680004,0.00012185731470524489,0.011038900067726173,2078.0,9.425816392417529
41,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/GRAVELxFLOOR_cropped_3000x1000_middle_tt_resized_div1_5_52A5809defWB.jpg,45.0,2.0,45.669586181640625,11333.761523735395,0.6520443793092922,3884.389873110678,26.47434482168739,0.10406681368451746,9.817510293226516e-05,0.009908335023214806,1640.0,9.607576520329925
42,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/GRAVELxFLOOR_cropped_3000x1000_middle_tt_resized_div1_5_52A5809defWB.jpg,90.0,2.0,45.669586181640625,11135.068713676772,0.6440263024171358,3973.8969422673304,27.076106865281066,0.10352711213429061,9.672149237517077e-05,0.009834708555680274,1721.0,9.63185196743238
43,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/GRAVELxFLOOR_cropped_3000x1000_middle_tt_resized_div1_5_52A5809defWB.jpg,135.0,2.0,45.745849609375,14619.567487639062,0.7060005898788321,3279.5370490326886,22.39801300867246,0.12656493359679996,0.00012185731470524486,0.011038900067726171,2078.0,9.425816392417522
44,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/GRAVELxFLOOR_cropped_3000x1000_middle_tt_resized_div1_5_52A5809defWB.jpg,0.0,4.0,45.71533203125,8099.170764684677,0.5718354139799532,4776.653296061416,32.97746094793056,0.08182122766593147,7.439273615376799e-05,0.008625122384857388,1398.0,9.87602983223976
45,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/GRAVELxFLOOR_cropped_3000x1000_middle_tt_resized_div1_5_52A5809defWB.jpg,45.0,4.0,45.608612060546875,7699.8725418060685,0.5607688283753146,4905.500724321066,33.785575539159154,0.07789489109818995,7.174076652863821e-05,0.008469992120931295,1232.0,9.899010581166008
46,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/GRAVELxFLOOR_cropped_3000x1000_middle_tt_resized_div1_5_52A5809defWB.jpg,90.0,4.0,45.5628662109375,6351.665542461008,0.5100020567278486,5474.560204125375,37.96106306480092,0.06857796842377743,6.194467646596963e-05,0.007870494042051594,1146.0,10.041032056103553
47,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/GRAVELxFLOOR_cropped_3000x1000_middle_tt_resized_div1_5_52A5809defWB.jpg,135.0,4.0,45.71533203125,8099.170764684677,0.5718354139799533,4776.653296061415,32.977460947930574,0.08182122766593138,7.439273615376795e-05,0.008625122384857384,1398.0,9.87602983223968
48,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/BOULDER_cropped_3000x1000_middle_tt_resized_div1_5_52A5691defWB.jpg,0.0,2.0,45.745849609375,31769.581159491165,0.8581707119905361,1239.6566007338226,10.706919613075385,0.21945205062913556,0.00024690657992586565,0.01571326127593714,4529.0,8.911643677375586
49,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/BOULDER_cropped_3000x1000_middle_tt_resized_div1_5_52A5691defWB.jpg,45.0,2.0,45.669586181640625,19075.492694389377,0.7927361938420765,1811.678381103655,15.400253658367086,0.15420007236602265,0.00015481259352153698,0.01244237089631783,2903.0,9.310145294324226
50,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/BOULDER_cropped_3000x1000_middle_tt_resized_div1_5_52A5691defWB.jpg,90.0,2.0,45.669586181640625,20831.928088676537,0.8047766891423944,1706.4323354945973,14.448647545173706,0.16396865064225047,0.00016766244466228552,0.012948453369506549,3040.0,9.234038025301858
51,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/BOULDER_cropped_3000x1000_middle_tt_resized_div1_5_52A5691defWB.jpg,135.0,2.0,45.745849609375,31769.581159491165,0.8581707119905364,1239.6566007338222,10.70691961307539,0.21945205062913573,0.00024690657992586576,0.015713261275937144,4529.0,8.911643677375661
52,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/BOULDER_cropped_3000x1000_middle_tt_resized_div1_5_52A5691defWB.jpg,0.0,4.0,45.71533203125,15915.204944372177,0.7638349284709598,2063.945600133512,17.758072096128167,0.13820100424200465,0.00013145943656963163,0.01146557615515381,2906.0,9.483841147248913
53,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/BOULDER_cropped_3000x1000_middle_tt_resized_div1_5_52A5691defWB.jpg,45.0,4.0,45.608612060546875,12007.672560119665,0.7139359053519421,2500.316540682755,21.27920385572997,0.110196348581265,0.00010334038876160457,0.010165647483638442,1910.0,9.678623331207014
54,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/BOULDER_cropped_3000x1000_middle_tt_resized_div1_5_52A5691defWB.jpg,90.0,4.0,45.5628662109375,10599.962447975313,0.6847227594982982,2755.6220207715437,23.394713945843417,0.10109754211813864,9.317042499781438e-05,0.009652482841104374,1789.0,9.780400636293962
55,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/BOULDER_cropped_3000x1000_middle_tt_resized_div1_5_52A5691defWB.jpg,135.0,4.0,45.71533203125,15915.204944372177,0.7638349284709608,2063.9456001335125,17.758072096128178,0.13820100424200457,0.0001314594365696317,0.011465576155153813,2906.0,9.483841147248901
56,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/GRAVELxALGAE_cropped_3000x1000_middle_tt_resized_div1_5_52A5807defWB.jpg,0.0,2.0,45.745849609375,27118.585615048927,0.8120876735846742,2917.7090827218153,17.732737158105405,0.18662856902797328,0.00021299386204100482,0.014594309234801242,2830.0,8.913992772646674
57,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/GRAVELxALGAE_cropped_3000x1000_middle_tt_resized_div1_5_52A5807defWB.jpg,45.0,2.0,45.669586181640625,17353.100940240343,0.7343524612109505,4124.812403733778,24.995075178700187,0.13705129833767232,0.00014221180119016401,0.01192525895694362,2125.0,9.287106567402054
58,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/GRAVELxALGAE_cropped_3000x1000_middle_tt_resized_div1_5_52A5807defWB.jpg,90.0,2.0,45.669586181640625,18852.187121880987,0.7534147105425346,3828.833377658953,23.180758649676818,0.14482991211988885,0.00015317891922017477,0.012376547144505803,2169.0,9.204280926082342
59,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/GRAVELxALGAE_cropped_3000x1000_middle_tt_resized_div1_5_52A5807defWB.jpg,135.0,2.0,45.745849609375,27118.585615048927,0.8120876735846738,2917.7090827218153,17.732737158105394,0.1866285690279733,0.00021299386204100488,0.014594309234801244,2830.0,8.913992772646612
60,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/GRAVELxALGAE_cropped_3000x1000_middle_tt_resized_div1_5_52A5807defWB.jpg,0.0,4.0,45.71533203125,13757.921954870224,0.691354570470399,4792.220650200267,29.239760347129508,0.11540221704516855,0.00011570860702565592,0.010756793529005562,1852.0,9.477060648076751
61,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/GRAVELxALGAE_cropped_3000x1000_middle_tt_resized_div1_5_52A5807defWB.jpg,45.0,4.0,45.608612060546875,11534.973005679085,0.6481615599346061,5463.173362649657,33.21940002796915,0.10042585691462166,9.987292804230224e-05,0.009993644382421372,1566.0,9.6080838360163
62,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/GRAVELxALGAE_cropped_3000x1000_middle_tt_resized_div1_5_52A5807defWB.jpg,90.0,4.0,45.5628662109375,10029.576675267544,0.6122019853742123,6021.69102929396,36.62347421708183,0.09049376448936385,8.897798668647636e-05,0.009432814356621059,1365.0,9.714746116618763
63,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/HABITAT_images/GRAVELxALGAE_cropped_3000x1000_middle_tt_resized_div1_5_52A5807defWB.jpg,135.0,4.0,45.71533203125,13757.921954870224,0.6913545704703995,4792.2206502002655,29.239760347129515,0.11540221704516852,0.00011570860702565595,0.010756793529005562,1852.0,9.47706064807661
64,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,0.0,2.0,1.32293701171875,8.138509538024664,0.639920293453821,2076.439942329872,24.489607843137275,0.06836820727197018,8.621437855283225e-05,0.00928516981820108,29.0,9.697252123941693
65,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,45.0,2.0,1.3099365234375,6.230904683470726,0.5248620845135583,2724.0754938961895,31.202742055726425,0.05510161226767296,7.066655947142117e-05,0.008406340432757953,31.0,9.899651885920699
66,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,90.0,2.0,1.3099365234375,6.414834126830101,0.5478882656798374,2591.9696906159725,30.019499580654156,0.05612973784520935,7.230213582618893e-05,0.008503066260249235,34.0,9.865418492765665
67,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,135.0,2.0,1.32293701171875,8.138509538024664,0.6399202934538202,2076.439942329873,24.48960784313724,0.06836820727197018,8.621437855283234e-05,0.009285169818201083,29.0,9.697252123941677
68,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,0.0,4.0,1.3177490234375,5.424243077635765,0.49331733700866925,2921.0041917554427,33.65991199629459,0.04600069144361437,6.292315352796797e-05,0.00793241158336908,22.0,9.972698560749233
69,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,45.0,4.0,1.299591064453125,4.7686131140217185,0.4257664015698209,3282.1583069155804,37.47487378184807,0.04209140830276162,5.8341073621496346e-05,0.007638132862257395,23.0,10.054112077438491
70,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,90.0,4.0,1.29180908203125,4.205069627612829,0.38990610498498873,3478.6570635483113,39.97520670918968,0.03608519485045722,5.370881114820738e-05,0.007328629554576175,19.0,10.109817031289753
71,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxFISH03_colorcontrolOFF_1vs1e3_TVlossON_1e-3.png,135.0,4.0,1.3177490234375,5.424243077635765,0.49331733700866875,2921.0041917554418,33.659911996294575,0.04600069144361438,6.292315352796804e-05,0.007932411583369086,22.0,9.972698560749306
72,False,False,DARTER,GRAY,,,/home/durrmeyer/Images/StyleTransferImages/All_layers/BOULDERxSANDxFISH02_colorcontrolON_1vs1e3_TVlossON_1e-3.png,0.0,2.0,1.32293701171875,13.004598405212164,0.58134459506433,1977.3183160322965,22.027128027681666,0.07948664716783127,0.0001286393708036169,0.011341929765415447,42.0,9.402199240679819
