species,animal,habitat,sex,slope,site
swaini,Etheostoma_swaini_A,detritus,M,-3.6048955380764784,SCRB
swaini,Etheostoma_swaini_A,detritus,M,-3.281368356896137,SCRB
swaini,Etheostoma_swaini_A,detritus,M,-3.011438492330169,SCRB
swaini,Etheostoma_swaini_A,detritus,M,-3.040902792850715,SCRB
swaini,Etheostoma_swaini_A,detritus,M,-3.2561114366918247,SCRB
swaini,Etheostoma_swaini_A,detritus,M,-3.1027968720124637,SCRB
zonale,Etheostoma_zonale_A,gravel,F,-3.180027894670681,FRCT
zonale,Etheostoma_zonale_A,gravel,F,-3.27375272660284,FRCT
zonale,Etheostoma_zonale_A,gravel,F,-3.1654946043285066,FRCT
zonale,Etheostoma_zonale_A,gravel,F,-2.9296818725585427,FRCT
zonale,Etheostoma_zonale_A,gravel,F,-3.114388444217027,FRCT
zonale,Etheostoma_zonale_A,gravel,F,-3.123761896357083,FRCT
zonale,Etheostoma_zonale_A,gravel,F,-2.8783977889672174,FRCT
zonale,Etheostoma_zonale_A,gravel,F,-2.860413334900804,FRCT
zonale,Etheostoma_zonale_A,gravel,F,-3.006079925152052,FRCT
zonale,Etheostoma_zonale_A,gravel,F,-2.897595497330861,FRCT
zonale,Etheostoma_zonale_A,gravel,F,-2.9717795564301204,FRCT
zonale,Etheostoma_zonale_A,gravel,F,-2.9596075700791658,FRCT
zonale,Etheostoma_zonale_A,gravel,F,-3.613775427404918,FRCT
zonale,Etheostoma_zonale_A,gravel,F,-3.5492659192834237,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-3.0145323498301,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-3.0402983893338416,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-2.9551655420894463,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-3.1270263353679466,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-3.2933194418472262,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-3.175867352665947,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-2.8453437357734526,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-2.9424842925980617,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-3.0797054220152162,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-3.3592048954485842,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-3.498197193106715,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-3.3890436205887675,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-2.7752288721836487,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-2.8896893233640286,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-3.0049220676056256,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-2.9621501173383065,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-3.3175005145147693,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-3.349472213883016,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-3.3526185692340276,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-3.3481487504313012,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-3.229199884478463,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-3.153714533352045,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-2.6761513574426052,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-2.4982764933683526,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-2.9474624939195566,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-2.895014997000882,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-2.9846027233993557,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-3.1292547742844747,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-2.9345661972516925,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-3.244655928312828,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-3.2130279343300407,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-3.0877996574784086,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-3.097985884114406,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-2.85059575131182,FRCT
zonale,Etheostoma_zonale_A,gravel,F,-3.154133843241855,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-3.080535252365704,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-3.7417293759328745,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-3.8134285464413504,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-3.192728299185082,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-3.245834990950317,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-2.335870388044222,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-2.0152765760983145,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-3.3267448382215785,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-3.3396861186932583,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-3.4102557265278284,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-3.505834699023073,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-3.7872951226249034,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-3.5581949564875015,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-3.4200713867239214,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-3.609686889327217,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-3.416159757335263,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-3.538418690267221,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-3.726961260928842,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-3.805812392968004,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-2.320919737748765,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-2.555126132332991,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-3.252405324201934,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-3.179431440510287,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-3.4885970410783904,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-3.874117284833416,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-3.444729803597257,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-3.3912053985483572,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-2.979632660804613,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-3.158961123574545,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-3.098959748110061,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-3.444554310216255,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-3.3739038648387045,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-3.3112988684456943,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-3.0090079005242636,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-2.658341230682903,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-2.720476332646576,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-3.0591200615466554,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-3.1431167306108563,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-3.3519386639593822,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-3.174746424705888,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-3.121759035244182,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-3.0878018578381203,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-3.179139683731991,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-3.2732314384116257,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-3.2636543412101413,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-3.617791705966636,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-3.5017844496043664,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-3.293921418038927,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-3.08912301199189,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-3.164629518913924,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-3.4958832022816613,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-3.213758799701699,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-3.3071815841110133,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-3.367048089336508,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-3.4852303832871416,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-3.5334027367613112,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-3.523099880949135,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-3.2252821826430047,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-3.1190934107171757,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-3.348210388482067,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-3.255677177396669,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-3.7479760634350203,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-3.201103331352546,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-3.3872958911461866,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-3.385696387139331,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-3.330611580034409,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-3.186322130710486,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-3.1458035288114305,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-3.296904264364952,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-3.360784377391222,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-3.267897339392294,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-3.210664778369113,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-3.4202640895409955,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-3.26949984480385,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-3.119168437313596,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-3.622968382941744,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-3.466687009695998,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-3.019064497782993,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-3.0236250358494163,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-3.1346723606787323,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-3.3329607512984403,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-2.725411399819234,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-3.1736862528272534,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-2.921578658254488,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-2.7460583347432426,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-3.011973648207997,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-3.578309745037681,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-2.7959618104434183,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-2.9193249581973366,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-2.8299529638715786,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-2.776148803540634,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-2.7991868194279497,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-2.644679891592511,MFKR
